Id,Text,Category
3189,The Ford administration wants to eradicate hunger and disease in our underdeveloped countries throughout the world.,No
3190,"What is more moral than for the United States under the Ford administration to take the lead in southern Africa, in the Middle East?",No
3191,Those are initiatives in foreign policy which are of the highest moral standard and that is indicative of the foreign policy of this country.,No
3203,I believe that uh - our foreign policy must express the highest standards of morality.,No
3204,And the initiatives that we took in southern Africa are the best examples of what this administration is doing and will continue to do in the next four years.,No
3205,"If the United States had not moved when we did in southern Africa, there's no doubt there would have been an acceleration of bloodshed in that tragic part of the world.",No
3206,"If we had not taken our initiative, it's very, very possible that uh - the government of Rhodesia would have been overrun and that the Soviet Union and the Cubans would have dominated uh - southern Africa.",No
3207,"So the United States, seeking to preserve the principle of self-determination, to eliminate the possibility of bloodshed, to protect the rights of the minority as we insisted upon the rights of the majority, uh - I believe followed the good conscience of the American people in foreign policy.",No
3208,And I believe that we used our skill.,No
3209,"Secretary of State Kissinger has done a superb job in working with the black African nations, the so-called front-line nations.",Yes
3210,"He has done a superb job in getting the prime minister of South Africa, Mr. Vorster, to agree that the time had come for a solution to the problem of Rhodesia.",Yes
3211,"Secretary Kissinger, in his meeting with uh - Prime Minister Smith of Rhodesia, was able to convince him that it was in the best interests of whites as well as blacks in Rhodesia to find an answer for a transitional government and then a majority government.",Yes
3212,"This is a perfect example of the kind of leadership that the United States, under this administration, has taken.",No
3213,"And I can assure you that this administration will follow that high moral principle in our future efforts in foreign policy, including our efforts in the Middle East where it is vitally important because the Middle East is the crossroads of the world.",No
3214,There've been more disputes in its area where there's more volatility than any other place in the world.,No
3215,"But because Arab nations and the Israelis trust the United States, we were able to take the lead in the Sinai II Agreement.",Yes
3216,"And I can assure you that the United States will have the leadership role in moving toward a comprehensive settlement of the Middle Eastern problems, I hope and trust as soon as possible.",No
3217,And we will do it with the highest moral principles.,No
3220,"I would hope that as we move to one area of the world from another - and the United States must not spread itself too thinly - that was one of the problems that helped to create the circumstances in Vietnam - but as we as a nation find that we are asked by the various parties, either one nation against another or individuals within a nation, that the United States will take the leadership and try to resolve the differences.",No
3221,Let me take uh - South Korea as an example.,No
3222,I have personally told President Pack that the United States does not condone the kind of repressive measures that he has taken in that country.,No
3223,But I think in all fairness and equity we have to recognize the problem that South Korea has.,No
3224,"On the north they have North Korea with five hundred thousand well-trained, well-equipped troops - they are supported by the People's Republic of China; they are supported by the Soviet Union.",Yes
3225,South Korea faces a very delicate situation.,No
3226,"Now the United States, in this case, this administration, has recommended a year ago and we have reiterated it again this year, that the United States, South Korea, North Korea and the uh - People's Republic of China sit down at a conference table to resolve the problems of the Korean peninsula.",Yes
3227,"This is a leadership role that the United States under this administration is carrying out, and if we do it, and I think the opportunities and the possibilities are getting better, we will have solved many of the internal domestic problems that exist in South Korea at the present time.",No
3229,I notice that Mr. Ford didn't comment on the uh - prisons in Chile.,No
3230,"This is an - a typical example, maybe of many others, where this administration overthrew an elected government and helped to establish a military dictatorship.",Yes
3231,This has not been an ancient history story.,No
3232,"Last year under Mr. Ford, of all the Food for Peace that went to South America, 85 percent went to the military dictatorship in Chile.",Yes
3233,Another point I wanna make is this.,No
3234,He says we have to move from one area of the world to another.,Yes
3235,That's one of the problems with this administration's so-called shuttle diplomacy.,No
3236,"While the secretary of state's in one country, there are almost a hundred and fifty others that are wondering what we're gonna do next, what will be the next secret agreement.",No
3237,We don't have a comprehensive understandable foreign policy that deals with world problems or even regional problems.,Yes
3238,"Another thing that concerned me was what Mr. Ford said about unemployment, that - insinuating that under Johnson and Kennedy that unemployment could only be held down when this country is at war.",Yes
3239,Karl Marx said that the free enterprise system in a democracy can only continue to exist when they are at war or preparing far war.,No
3240,Karl Marx was the grandfather of Communism.,No
3241,I don't agree with that statement.,No
3242,I hope Mr. Ford doesn't either.,No
3243,He has put pressure on the Congress - and I don't believe Mr. Ford would even deny this - to hold up on nonproliferation legislation until the Congress agreed for an $8 billion program for private industry to start producing enriched uranium.,Yes
3244,And the last thing I wanna make is this.,No
3245,He talks about peace and I'm thankful for peace.,No
3246,We were peaceful when Mr. Ford went into office.,No
3247,"But he and Mr. Kissinger and others tried to start a new Vietnam in Angola, and it was only the outcry of the American people and the Congress when their secret deal was discovered that prevented our involvement in that conflagration which was taking place there.",Yes
3256,"Well, here again, uh - the Panamanian question is one that's been confused by Mr. Ford.",No
3257,Uh - he had directed his uh - diplomatic relation - uh - uh - representative to yield to the Panamanians full sovereignty over the Panama Canal Zone at the end of a certain period of time.,Yes
3258,"When Mr. Reagan raised this uh - question in Florida uh - Mr. Ford not only disavowed his instructions, but he also even dropped, parenthetically, the use of the word ""detente.""",Yes
3259,"I would never give up complete control or practical control of the Panama Canal Zone, but I would continue to negotiate with the Panamanians.",No
3260,"When the original treaty was signed back in the early 1900s, when Theodore Roosevelt was president, Panama retained sovereignty over the Panama Canal Zone.",No
3261,We retained control as though we had sovereignty.,No
3263,I believe that we could share more fully responsibilities for the Panama Canal Zone with Panama.,No
3264,I would be willing to continue to raise the payment for shipment of goods through the Panama Canal Zone.,No
3265,"I might even be willing to reduce to some degree our military emplacements in the Panama Canal Zane, but I would not relinquish practical control of the Panama Canal Zane any time in the foreseeable future.",No
3267,The United States must and will maintain complete access to the Panama Canal.,No
3268,The United States must maintain a defense capability of the Panama Canal.,No
3269,And the United States will maintain our national security interest in the Panama Canal.,No
3270,The negotiations far the Panama Canal started under President Johnson and have continued up to the present time.,Yes
3271,I believe those negotiations should continue.,No
3272,"But there are certain guidelines that must be followed, and I've just defined them.",No
3273,Let me take just a minute to comment on something that Governor Carter said.,No
3274,"On non - nu- oh - uh - nonproliferation, in May of l975, I called for a conference of uh - nuclear suppliers.",No
3275,That conference has met six times.,No
3276,"In May of this year, Governor Carter took the first initiative, approximately twelve months after I had taken my initiative a year ago.",No
3280,The White House did not uh - prevent the release of that report.,Yes
3281,"On July twelfth of this year, we gave full permission for the release of that report.",Yes
3282,I was very disappointed in the fact that the uh - GAO released that report because I think it interjected political partisan politics at the present time.,No
3283,But let me comment on the report.,No
3284,"Somebody who sits in Washington, D.C., eighteen months after the Mayaguez incident, can be a very good grandstand quarterback.",No
3285,And let me make another observation.,No
3286,"This morning, I got a call from the skipper of the Mayaguez.",No
3287,"He was furious because he told me that it was the action of me, President Ford, that saved the lives of the crew of the Mayaguez.",Yes
3288,"And I can assure you that if we had not taken the strong and forceful action that we did, we would have been uh - criticized very, very uh - severely for sitting back and not moving.",No
3291,We did the right thing.,No
3292,It seems to me that those who sit in Washington eighteen months after the incident are not the best judges of the decision-making process that had to be made by the National Security Council and by myself at the time the incident was developing in the Pacific.,No
3293,Let me assure you that we made every possible overture to the People's Republic of China and through them to the Cambodian Government.,No
3294,We made uh - diplomatic uh - protests to the Cambodian government through the United Nations.,Yes
3295,Every possible diplomatic means was utilized.,No
3296,"But at the same time, I had a responsibility, and so did the National Security Coun- Council, to meet the problem at hand.",No
3297,And we handled it responsibly and I think Captain Miller's testimony to that effect is the best evidence.,No
3299,"Well, I'm reluctant to uh comment on the recent report - I haven't read it.",No
3300,I think the American people have only one - uh requirement - that the facts about Mayaguez be given to them accurately and completely.,No
3301,Mr. Ford has been there for eighteen months.,No
3302,He had the facts that were released today immediately after the Mayaguez incident.,Yes
3303,I understand that the report today is accurate.,No
3304,"Mr. Ford has said, I believe, that it was accurate, and that the White House made no attempt to block the issuing of that report.",Yes
3305,I don't know if that's exactly accurate or not.,No
3306,"I understand that both the - the uh - Department of State and the Defense Department have approved the accuracy of today's report, or yesterday's report, and also the National Security Agency.",Yes
3307,"I don't know what was right, or what was wrong, or what was done.",No
3308,"The only thing I believe is that whatever the - the knowledge was that Mr. Ford had should have been given to the American people eighteen months ago, immediately after the Mayaguez uh - incident occurred.",No
3309,This is uh - what the American people want.,No
3310,"When something happens that endangers our security, or when something happens that threatens our stature in the world, or when American people are endangered by the actions of a foreign country, uh - just forty uh sailors on the Mayaguez, we obviously have to move aggressively and quickly to rescue them.",No
3311,"But then after the immediate action is taken, I believe the president has an obligation to tell the American people the truth and not wait eighteen months later for the report to be issued.",No
3315,I believe that the boycott of American businesses by the Arab countries because those businesses trade with Israel or because they have American Jews who are owners or directors in the company is an absolute disgrace.,No
3316,This is the first time that I've - remember in the history of our country when we've let a foreign country circumvent or change our Bill of Rights.,Yes
3317,I'll do everything I can as president to stop the boycott of American businesses by the Arab countries.,No
3318,It's not a matter of diplomacy or trade with me.,No
3319,It's a matter of morality.,No
3320,"And I don't believe that Arab countries will pursue it when we have a strong president who will protect the integrity of our country, the commitment of our Constitution and Bill of Rights and protect people in this country who happen to be Jews.",No
3323,And I think it's a disgrace that so far Mr. Ford's administration has blocked the passage of legislation that would've revealed by law every instance of the boycott and it would've prevented the boycott from continuing.,Yes
3325,Again Governor Carter is inaccurate.,No
3326,The Arab boycott action was first taken in 1952.,Yes
3327,"And in November of 1975 I was the first president to order the executive branch to take action, affirmative action, through the Department of Commerce and other cabinet departments, to make certain that no American businessman or business organization should discriminate against Jews because of an Arab boycott.",Yes
3328,And I might add that uh - my administration - and I'm very proud of it - is the first administration that has taken an antitrust action against companies in this country that have allegedly cooperated with the Arab boycott.,Yes
3329,Just on Monday of this week I signed a tax bill that included an amendment that would prevent companies in the United States from taking a tax deduction if they have in any way whatsoever cooperated with the Arab boycott.,Yes
3330,And last week when we were trying to get the Export Administration Act through the Congress - necessary legislation - my administration went to Capitol Hill and tried to convince the House and the Senate that we should have an amendment on that legislation which would take strong and effective action against those who uh - participate or cooperate with the Arab uh boycott.,Yes
3332,"Because the Congress failed to act, I am going to announce tomorrow that the Department of Commerce will disclose those companies that have uh - participated in the Arab boycott.",No
3333,"This is something that we can do; the Congress failed to do it, and we intend to do it.",Yes
3336,Let me restate uh - our policy.,No
3337,"As long as Vietnam, North Vietnam, does not give us a full and complete accounting of our missing in action, I will never uh - go along with the admission of Vietnam to the United Nations.",Yes
3338,"If they do give us a bona fide, complete uh - accounting of the eight hundred MIA's, then I believe that the United States should begin negotiations for the uh - admission of Vietnam to the United Nations.",No
3341,"One of the uh - most embarrassing uh - failures of the Ford administration, and one that touches specifically on human rights, is his refusal to appoint a presidential commission to go to Vietnam, to go to Laos, to go to Cambodia and try to trade for the release of information about those who are missing in action in those wars.",Yes
3342,This is what the families of MIAs want.,No
3343,"So far, Mr. Ford has not done it.",Yes
3344,We've had several fragmentary efforts by members of the Congress and by - by private citizens.,Yes
3345,"Several months ago the Vietnam government said, ""We are ready to sit down and negotiate for release of information on MIAs.",No
3346,"So far, Mr. Ford has not responded.",No
3347,"I would never normalize relationships with Vietnam, nor permit them to join the United Nations until they've taken this action.",No
3349,"We need to have an active and aggressive action on the part of the president, the leader of his country, to seek out every possible way to get that information which has kept the MIA families in despair and doubt, and Mr. Ford has just not done it.",Yes
3355,"The purpose of this debate and the outcome of the election will determine three basic things: Leadership, upholding the principles of our country, and proper priorities and commitments for the future.",No
3356,This election will also determine what kind of world we leave our children.,No
3357,"Will it be a nightmare world threatened with the proliferation of atomic bombs, not just in five major countries but dozens of smaller countries that have been permitted to develop atomic weapons because of a failure of our top leadership to stop proliferation?",Yes
3358,"Will we have a world of hunger and - and hatred, and will we be living in an armed camp stripped of our friendship and allies hiding behind a tight defense that's been drawn in around us because we are fearful of the outside world?",No
3359,Will we have a government of secrecy that excludes the American people from participation in making basic decisions and therefore covers up mistakes and makes it possible for our government - our government - to depart from the principles of our Constitution and Bill of Rights?,No
3360,"Or will we have a world of peace with the threat of atomic weapons eliminated, with full trade, with our people at work, inflation controlled, openness in government, our people proud once again, Congress, citizens, president, secretary of state working in harmony and unity toward a common future?",No
3361,Or world where people have enough to eat and a world where we care about those who don't?,No
3362,Can we become a breadbasket of the world instead of the arms merchant of the world?,No
3363,I believe we can and we ought to.,No
3364,Now we've been hurt in recent years in this country.,No
3365,"In the aftermath of Vietnam, Cambodia, Chile, Pakistan, Angola, Watergate, CIA, we've been hurt.",No
3366,Our people feel that we've lost something precious.,No
3368,I wanna see our nation - return to a posture and an image and a standard to make us proud once again.,No
3370,Why can't we have that once again?,No
3371,"We ought to be a beacon for nations who search for peace and who search for freedom, who search for individual liberty, who search for basic human rights.",No
3373,We can be once again.,No
3374,"We'll never have that world leadership until we are strong at home, and we can have that strength if we return to the basic principles.",No
3375,It ought not to be a strength of bombast and threats.,No
3376,"It ought to be a quiet strength based on the integrity of our people, the vision of the Constitution, an in- innate strong will and purpose that God's given us in the greatest nation on earth - the United States.",No
3378,"As we have seen tonight, foreign policy and defense policy are difficult and complex issues.",No
3379,"We can debate methods, we can debate one decision or another, but there are two uh things which cannot be debated - experience and results.",No
3380,"In the last two years, I have made policy decisions involving - long-range difficulties and policies and made day-to-day judgments not only as president of the United States but as the leader of the free world What is the result of that leadership?",No
3386,"Thank you, and good night.",No
3424,I can't think of a more important time for us to talk about the future of the country.,No
3425,"You know, we are at a defining moment in our history.",No
3426,"Our nation is involved in two wars, and we are going through the worst financial crisis since the Great Depression.",Yes
3427,"And although we've heard a lot about Wall Street, those of you on Main Street I think have been struggling for a while, and you recognize that this could have an impact on all sectors of the economy.",No
3428,"And you're wondering, how's it going to affect me?",No
3430,How's it going to affect my house?,No
3431,How's it going to affect my retirement savings or my ability to send my children to college?,No
3432,"So we have to move swiftly, and we have to move wisely.",No
3433,And I've put forward a series of proposals that make sure that we protect taxpayers as we engage in this important rescue effort.,Yes
3434,"Number one, we've got to make sure that we've got oversight over this whole process; $700 billion, potentially, is a lot of money.",No
3435,"Number two, we've got to make sure that taxpayers, when they are putting their money at risk, have the possibility of getting that money back and gains, if the market -- and when the market returns.",No
3437,"And, number four, we've got to make sure that we're helping homeowners, because the root problem here has to do with the foreclosures that are taking place all across the country.",No
3438,"Now, we also have to recognize that this is a final verdict on eight years of failed economic policies promoted by George Bush, supported by Senator McCain, a theory that basically says that we can shred regulations and consumer protections and give more and more to the most, and somehow prosperity will trickle down.",Yes
3445,And I do have a sad note tonight.,No
3446,Senator Kennedy is in the hospital.,No
3447,He's a dear and beloved friend to all of us.,No
3448,Our thoughts and prayers go out to the lion of the Senate.,No
3449,I also want to thank the University of Mississippi for hosting us tonight.,No
3450,"And, Jim, I -- I've been not feeling too great about a lot of things lately.",No
3451,So have a lot of Americans who are facing challenges.,No
3452,"But I'm feeling a little better tonight, and I'll tell you why.",No
3453,"Because as we're here tonight in this debate, we are seeing, for the first time in a long time, Republicans and Democrats together, sitting down, trying to work out a solution to this fiscal crisis that we're in.",Yes
3454,And have no doubt about the magnitude of this crisis.,No
3455,And we're not talking about failure of institutions on Wall Street.,No
3456,"We're talking about failures on Main Street, and people who will lose their jobs, and their credits, and their homes, if we don't fix the greatest fiscal crisis, probably in -- certainly in our time, and I've been around a little while.",No
3457,"But the point is -- the point is, we have finally seen Republicans and Democrats sitting down and negotiating together and coming up with a package.",Yes
3458,This package has transparency in it.,No
3459,It has to have accountability and oversight.,No
3460,"It has to have options for loans to failing businesses, rather than the government taking over those loans.",No
3461,We have to -- it has to have a package with a number of other essential elements to it.,No
3462,"And, yes, I went back to Washington, and I met with my Republicans in the House of Representatives.",No
3463,"And they weren't part of the negotiations, and I understand that.",No
3464,And it was the House Republicans that decided that they would be part of the solution to this problem.,Yes
3465,But I want to emphasize one point to all Americans tonight.,No
3466,This isn't the beginning of the end of this crisis.,No
3467,"This is the end of the beginning, if we come out with a package that will keep these institutions stable.",No
3468,And we've got a lot of work to do.,No
3469,And we've got to create jobs.,No
3470,"And one of the areas, of course, is to eliminate our dependence on foreign oil.",No
3478,We haven't seen the language yet.,No
3479,And I do think that there's constructive work being done out there.,No
3480,"So, for the viewers who are watching, I am optimistic about the capacity of us to come together with a plan.",No
3481,"The question, I think, that we have to ask ourselves is, how did we get into this situation in the first place?",No
3482,"Two years ago, I warned that, because of the subprime lending mess, because of the lax regulation, that we were potentially going to have a problem and tried to stop some of the abuses in mortgages that were taking place at the time.",Yes
3483,"Last year, I wrote to the secretary of the Treasury to make sure that he understood the magnitude of this problem and to call on him to bring all the stakeholders together to try to deal with it.",Yes
3484,"So -- so the question, I think, that we've got to ask ourselves is, yes, we've got to solve this problem short term.",No
3485,And we are going to have to intervene; there's no doubt about that.,No
3486,"But we're also going to have to look at, how is it that we shredded so many regulations?",No
3487,We did not set up a 21st-century regulatory framework to deal with these problems.,No
3488,And that in part has to do with an economic philosophy that says that regulation is always bad.,No
3490,I -- I hope so.,No
3496,"But -- but let me -- let me point out, I also warned about Fannie Mae and Freddie Mac and warned about corporate greed and excess, and CEO pay, and all that.",No
3497,A lot of us saw this train wreck coming.,No
3498,But there's also the issue of responsibility.,No
3499,You've mentioned President Dwight David Eisenhower.,No
3500,"President Eisenhower, on the night before the Normandy invasion, went into his room, and he wrote out two letters.",No
3501,"One of them was a letter congratulating the great members of the military and allies that had conducted and succeeded in the greatest invasion in history, still to this day, and forever.",Yes
3502,"And he wrote out another letter, and that was a letter of resignation from the United States Army for the failure of the landings at Normandy.",No
3503,Somehow we've lost that accountability.,No
3504,I've been heavily criticized because I called for the resignation of the chairman of the Securities and Exchange Commission.,Yes
3505,"We've got to start also holding people accountable, and we've got to reward people who succeed.",No
3506,"But somehow in Washington today -- and I'm afraid on Wall Street -- greed is rewarded, excess is rewarded, and corruption -- or certainly failure to carry out our responsibility is rewarded.",No
3507,"As president of the United States, people are going to be held accountable in my administration.",No
3508,And I promise you that that will happen.,No
3510,"Well, I think Senator McCain's absolutely right that we need more responsibility, but we need it not just when there's a crisis.",No
3511,"I mean, we've had years in which the reigning economic ideology has been what's good for Wall Street, but not what's good for Main Street.",No
3512,And there are folks out there who've been struggling before this crisis took place.,No
3513,"And that's why it's so important, as we solve this short-term problem, that we look at some of the underlying issues that have led to wages and incomes for ordinary Americans to go down, the -- a health care system that is broken, energy policies that are not working, because, you know, 10 days ago, John said that the fundamentals of the economy are sound.",No
3515,I do not think that they are.,No
3517,"Well, the -- John, 10 days ago, you said that the fundamentals of the economy are sound.",No
3523,The -- and I just fundamentally disagree.,No
3524,"And unless we are holding ourselves accountable day in, day out, not just when there's a crisis for folks who have power and influence and can hire lobbyists, but for the nurse, the teacher, the police officer, who, frankly, at the end of each month, they've got a little financial crisis going on.",No
3525,They're having to take out extra debt just to make their mortgage payments.,No
3526,We haven't been paying attention to them.,No
3527,"And if you look at our tax policies, it's a classic example.",No
3530,"No, I -- look, we've got to fix the system.",No
3531,We've got fundamental problems in the system.,Yes
3532,"And Main Street is paying a penalty for the excesses and greed in Washington, D.C., and in the Wall Street.",Yes
3533,So there's no doubt that we have a long way to go.,No
3534,"And, obviously, stricter interpretation and consolidation of the various regulatory agencies that weren't doing their job, that has brought on this crisis.",Yes
3535,But I have a fundamental belief in the goodness and strength of the American worker.,No
3536,"And the American worker is the most productive, the most innovative.",No
3537,"America is still the greatest producer, exporter and importer.",No
3538,"But we've got to get through these times, but I have a fundamental belief in the United States of America.",No
3543,"Well, the first thing we have to do is get spending under control in Washington.",No
3544,It's completely out of control.,No
3546,"We Republicans came to power to change government, and government changed us.",No
3547,"And the -- the worst symptom on this disease is what my friend, Tom Coburn, calls earmarking as a gateway drug, because it's a gateway.",No
3548,It's a gateway to out-of-control spending and corruption.,No
3549,And we have former members of Congress now residing in federal prison because of the evils of this earmarking and pork-barrel spending.,Yes
3550,"You know, we spent $3 million to study the DNA of bears in Montana.",Yes
3551,"I don't know if that was a criminal issue or a paternal issue, but the fact is that it was $3 million of our taxpayers' money.",Yes
3552,And it has got to be brought under control.,No
3553,"As president of the United States, I want to assure you, I've got a pen.",No
3554,This one's kind of old.,No
3556,I will make them famous.,No
3557,You will know their names.,No
3558,"Now, Senator Obama, you wanted to know one of the differences.",No
3559,"He has asked for $932 million of earmark pork-barrel spending, nearly a million dollars for every day that he's been in the United States Senate.",Yes
3560,"I suggest that people go up on the Web site of Citizens Against Government Waste, and they'll look at those projects.",No
3561,"That kind of thing is not the way to rein in runaway spending in Washington, D.C. That's one of the fundamental differences that Senator Obama and I have.",No
3563,"Well, Senator McCain is absolutely right that the earmarks process has been abused, which is why I suspended any requests for my home state, whether it was for senior centers or what have you, until we cleaned it up.",Yes
3564,"And he's also right that oftentimes lobbyists and special interests are the ones that are introducing these kinds of requests, although that wasn't the case with me.",Yes
3565,But let's be clear: Earmarks account for $18 billion in last year's budget.,Yes
3566,"Senator McCain is proposing -- and this is a fundamental difference between us -- $300 billion in tax cuts to some of the wealthiest corporations and individuals in the country, $300 billion.",Yes
3567,"Now, $18 billion is important; $300 billion is really important.",No
3568,"And in his tax plan, you would have CEOs of Fortune 500 companies getting an average of $700,000 in reduced taxes, while leaving 100 million Americans out.",Yes
3569,"So my attitude is, we've got to grow the economy from the bottom up.",No
3570,"What I've called for is a tax cut for 95 percent of working families, 95 percent.",Yes
3571,"And that means that the ordinary American out there who's collecting a paycheck every day, they've got a little extra money to be able to buy a computer for their kid, to fill up on this gas that is killing them.",No
3572,"And over time, that, I think, is going to be a better recipe for economic growth than the -- the policies of President Bush that John McCain wants to -- wants to follow.",No
3574,"Well, again, I don't mean to go back and forth, but he...",No
3577,Senator Obama suspended those requests for pork-barrel projects after he was running for president of the United States.,Yes
3578,"He didn't happen to see that light during the first three years as a member of the United States Senate, $932 million in requests.",No
3580,"But the point is that -- you see, I hear this all the time.",No
3582,Do you know that it's tripled in the last five years?,Yes
3585,"That's why we have, as I said, people under federal indictment and charges.",No
3586,It's a system that's got to be cleaned up.,No
3587,I have fought against it my career.,No
3588,I have fought against it.,Yes
3589,"I was called the sheriff, by the -- one of the senior members of the Appropriations Committee.",No
3590,I didn't win Miss Congeniality in the United States Senate.,No
3591,"Now, Senator Obama didn't mention that, along with his tax cuts, he is also proposing some $800 billion in new spending on new programs.",Yes
3592,"Now, that's a fundamental difference between myself and Senator Obama.",No
3593,I want to cut spending.,No
3594,I want to keep taxes low.,No
3596,I -- I don't know where John is getting his figures.,No
3598,"What I do is I close corporate loopholes, stop providing tax cuts to corporations that are shipping jobs overseas so that we're giving tax breaks to companies that are investing here in the United States.",Yes
3599,I make sure that we have a health care system that allows for everyone to have basic coverage.,No
3600,I think those are pretty important priorities.,No
3601,And I pay for every dime of it.,No
3602,But let's go back to the original point.,No
3603,"John, nobody is denying that $18 billion is important.",No
3604,"And, absolutely, we need earmark reform.",No
3605,"And when I'm president, I will go line by line to make sure that we are not spending money unwisely.",No
3606,But the fact is that eliminating earmarks alone is not a recipe for how we're going to get the middle class back on track.,No
3607,"And when you look at your tax policies that are directed primarily at those who are doing well, and you are neglecting people who are really struggling right now, I think that is a continuation of the last eight years, and we can't afford another four.",Yes
3609,"Well -- well, let me give you an example of what Senator Obama finds objectionable, the business tax.",No
3610,"Right now, in the United States of America, business pays the second-highest business taxes in the world, 35 percent.",Yes
3612,"Now, if you're a business person, and you can locate any place in the world, then, obviously, if you go to the country where it's 11 percent tax versus 35 percent, you're going to be able to create jobs, increase your business, make more investment, et cetera.",No
3613,I want to cut that business tax.,No
3614,I want to cut it so that businesses will remain in -- in the United States of America and create jobs.,No
3615,"But, again, I want to return.",No
3616,It's a lot more than $18 billion in pork-barrel spending.,Yes
3617,"I can tell you, it's rife.",No
3619,"The United States Senate will take up a continuing resolution tomorrow or the next day, sometime next week, with 2,000 -- 2,000 -- look at them, my friends.",No
3622,"And Senator Obama is a recent convert, after requesting $932 million worth of pork-barrel spending projects.",Yes
3623,"So the point is, I want people to have tax cuts.",No
3624,"I want every family to have a $5,000 refundable tax credit so they can go out and purchase their own health care.",No
3625,"I want to double the dividend from $3,500 to $7,000 for every dependent child in America.",No
3626,"I know that the worst thing we could possibly do is to raise taxes on anybody, and a lot of people might be interested in Senator Obama's definition of ""rich.""",No
3628,"Well, let me just make a couple of points.",No
3630,My definition -- here's what I can tell the American people: 95 percent of you will get a tax cut.,No
3631,"And if you make less than $250,000, less than a quarter-million dollars a year, then you will not see one dime's worth of tax increase.",Yes
3632,"Now, John mentioned the fact that business taxes on paper are high in this country, and he's absolutely right.",No
3633,"Here's the problem: There are so many loopholes that have been written into the tax code, oftentimes with support of Senator McCain, that we actually see our businesses pay effectively one of the lowest tax rates in the world.",Yes
3634,"And what that means, then, is that there are people out there who are working every day, who are not getting a tax cut, and you want to give them more.",Yes
3635,It's not like you want to close the loopholes.,No
3636,You just want to add an additional tax cut over the loopholes.,No
3638,"Just one last point I want to make, since Senator McCain talked about providing a $5,000 health credit.",No
3639,"Now, what he doesn't tell you is that he intends to, for the first time in history, tax health benefits.",Yes
3640,"So you may end up getting a $5,000 tax credit.",No
3641,Here's the only problem: Your employer now has to pay taxes on the health care that you're getting from your employer.,Yes
3642,"And if you end up losing your health care from your employer, you've got to go out on the open market and try to buy it.",No
3643,It is not a good deal for the American people.,No
3644,"But it's an example of this notion that the market can always solve everything and that the less regulation we have, the better off we're going to be.",No
3645,"Well, you know, let me just...",No
3648,We had an energy bill before the United States Senate.,No
3649,It was festooned with Christmas tree ornaments.,No
3650,"It had all kinds of breaks for the oil companies, I mean, billions of dollars worth.",Yes
3651,I voted against it; Senator Obama voted for it.,Yes
3652,"John, you want to give oil companies another $4 billion.",Yes
3653,You've got to look at our record.,No
3654,You've got to look at our records.,No
3656,Who fought against wasteful and earmark spending?,No
3657,Who has been the person who has tried to keep spending under control?,No
3658,Who's the person who has believed that the best thing for America is -- is to have a tax system that is fundamentally fair?,No
3659,"And I've fought to simplify it, and I have proposals to simplify it.",Yes
3660,"Let's give every American a choice: two tax brackets, generous dividends, and, two -- and let Americans choose whether they want the -- the existing tax code or they want a new tax code.",No
3661,"And so, again, look at the record, particularly the energy bill.",No
3662,"But, again, Senator Obama has shifted on a number of occasions.",Yes
3663,"He has voted in the United States Senate to increase taxes on people who make as low as $42,000 a year.",Yes
3666,And that's just a fact.,Yes
3667,"Again, you can look it up.",No
3668,"Look, it's just not true.",No
3669,"And if we want to talk about oil company profits, under your tax plan, John -- this is undeniable -- oil companies would get an additional $4 billion in tax breaks.",Yes
3670,"Now, look, we all would love to lower taxes on everybody.",No
3671,"But here's the problem: If we are giving them to oil companies, then that means that there are those who are not going to be getting them.",No
3673,"With all due respect, you already gave them to the oil companies.",Yes
3674,"No, but, John, the fact of the matter is, is that I was opposed to those tax breaks, tried to strip them out.",Yes
3675,"We've got an energy bill on the Senate floor right now that contains some good stuff, some stuff you want, including drilling off-shore, but you're opposed to it because it would strip away those tax breaks that have gone to oil companies.",Yes
3680,"Well, there are a range of things that are probably going to have to be delayed.",No
3681,We don't yet know what our tax revenues are going to be.,No
3682,"The economy is slowing down, so it's hard to anticipate right now what the budget is going to look like next year.",Yes
3683,But there's no doubt that we're not going to be able to do everything that I think needs to be done.,No
3684,There are some things that I think have to be done.,No
3685,"We have to have energy independence, so I've put forward a plan to make sure that, in 10 years' time, we have freed ourselves from dependence on Middle Eastern oil by increasing production at home, but most importantly by starting to invest in alternative energy, solar, wind, biodiesel, making sure that we're developing the fuel-efficient cars of the future right here in the United States, in Ohio and Michigan, instead of Japan and South Korea.",No
3686,"We have to fix our health care system, which is putting an enormous burden on families.",No
3687,Just -- a report just came out that the average deductible went up 30 percent on American families.,Yes
3688,"They are getting crushed, and many of them are going bankrupt as a consequence of health care.",Yes
3689,I'm meeting folks all over the country.,No
3690,"We have to do that now, because it will actually make our businesses and our families better off.",No
3691,The third thing we have to do is we've got to make sure that we're competing in education.,No
3692,We've got to invest in science and technology.,No
3693,China had a space launch and a space walk.,No
3696,"And I also think that we're going to have to rebuild our infrastructure, which is falling behind, our roads, our bridges, but also broadband lines that reach into rural communities.",No
3697,"Also, making sure that we have a new electricity grid to get the alternative energy to population centers that are using them.",No
3699,We can't shortchange those things.,No
3700,"We've got to eliminate programs that don't work, and we've got to make sure that the programs that we do have are more efficient and cost less.",No
3702,"Look, we, no matter what, we've got to cut spending.",No
3703,"We have -- as I said, we've let government get completely out of control.",No
